123456783959714,12349360704,IDLE
12345678051736082,12343344148,IDLE
123456786445454,12341984469,IDLE
12345678052495489,12341037382,IDLE
123456786431205,12341952410,IDLE
123456786006386,12340876721,IDLE
123456785261015,12342408202,IDLE
123456786714532,12343699435,IDLE
123456786904800,12342208768,IDLE
123456785790913,12342737275,IDLE
123456784622298,12344389135,DET
123456786920197,12344275619,IDET
123456780686564,12343629549,IDET
123456786018803,12342172356,IDET
12345678002703394,12343814281,IDLE
123456784639110,12344405947,IDLE
12345678010363947,12342774267,IDLE
123456784507484,12344274321,IDLE
123456786477503,12342148299,DET
12345678022133397,12349178617,IDET
123456785748393,12342239772,BUSY
12345678010109995,12341413935,IDLE
123456782434294,12340067857,IDET
12345678002616434,12341681567,IDLE
123456780193328,12342198902,IDLE
123456780641884,12342725798,DET
123456785140201,12343067357,IDLE
123456782752371,12349734891,IDLE
12345678051195075,12342985752,DET
123456785743680,12343425229,IDLE
12345678052670393,12343527035,DET
123456784785192,12344552029,IDLE
123456784128628,12343339766,IDLE
123456783093377,12341170512,IDLE
12345678050324068,12342193756,IDLE
123456786698075,12343762666,IDLE
123456785378842,12341420996,IDLE
12345678022447427,12349504492,IDET
123456786634542,12343386979,IDLE
123456786024753,12341845374,IDLE
123456780794155,12341249407,IDLE
12345678022060509,12349102774,IDET
123456781407072,12341679626,DET
123456785141893,12344554020,DET
12345678052650051,12340108904,IDLE
123456784216845,12341763306,IDLE
123456786321427,12340728246,IDLE
12345678001779555,12343103824,IDLE
123456785958637,12341457998,IDLE
123456783517968,12349574262,IDLE
12345678021068724,12342417242,IDET
123456783678661,12341165574,IDET
123456781716234,12341865234,IDLE
12345678002704978,12343848556,IDLE
123456784574919,12344341756,IDLE
123456786321356,12340727320,IDLE
123456786458616,12341894770,DET
123456782891481,12349287269,IDET
12345678052953886,12342874883,IDET
123456786959831,12341054203,IDLE
123456781824830,12349759030,IDLE
123456785113314,12344880151,IDLE
123456784871192,12344638029,IDLE
123456786903471,12341660379,IDLE
123456785203439,12343956051,IDLE
123456786388351,12341219288,IDLE
12345678050021858,12341346272,IDET
123456780177560,12341132364,IDLE
123456780743127,12341322829,IDLE
123456781700293,12349210540,IDLE
12345678052710334,12342096317,IDET
123456785743502,12341156446,IDLE
12345678001126125,12342023268,IDLE
123456786243051,12341771546,IDLE
123456786694174,12343666418,IDLE
123456783993258,12349626649,BUSY
12345678001065693,12341102916,IDET
123456784899487,12344666324,IDLE
123456786832311,12342301552,IDLE
123456785841165,12349738673,IDLE
123456785001830,12344768667,IDLE
123456782340747,12341774677,IDLE
123456781850821,12349840710,IDLE
12345678021914051,12342166007,IDLE
123456781175472,12340546585,IDLE
12345678021792744,12343289178,IDLE
123456785062308,12344829145,IDET
12345678021626699,12340618233,IDLE
12345678022452624,12349509778,IDET
123456782562964,12343451698,IDLE
12345678001126028,12342023169,IDET
12345678050526256,12341808797,IDLE
123456785867599,12349791869,IDLE
123456785993400,12342305771,IDLE
123456784638185,12344405022,IDLE
12345678000491699,12341074185,IDLE
123456786860789,12342272391,IDLE
12345678001647826,12343972095,IDLE
123456786035377,12343428382,IDLE
123456781702308,12349363310,IDLE
12345678050239926,12342691370,DET
123456781851430,12340498627,IDLE
123456785144356,12340843778,IDLE
123456786670575,12343268347,IDLE
12345678022336301,12349389198,IDET
123456782044538,12343529944,BUSY
123456786252984,12342115863,IDLE
12345678022696851,12349762853,IDLE
123456785117454,12344884291,IDLE
123456786443741,12341757085,IDLE
123456785435040,12341516097,IDLE
123456781865654,12343427047,IDLE
123456780881859,12342453173,BUSY
123456785766547,12349081685,IDLE
123456784226797,12343496628,IDET
123456783945712,12343526358,IDLE
123456786756100,12343749341,IDLE
12345678000174619,12342273225,IDLE
123456785063081,12344829918,IDLE
123456784450294,12344217131,IDLE
123456783671895,12343249997,IDLE
12345678051380964,12343549135,IDLE
123456784699925,12344466762,IDLE
123456785091659,12344858496,DET
123456785219126,12340737981,IDLE
123456785059998,12344826835,DET
123456786025622,12342788865,DET
123456785551018,12341737157,IDLE
123456786444793,12341864710,DET
123456786833349,12341634425,IDLE
12345678001958272,12343282541,DET
123456781824249,12343976511,IDET
12345678022857962,12349930465,IDLE
123456785494688,12349484300,DET
123456785592373,12340700507,IDLE
123456782322079,12341549731,IDLE
123456786385264,12341215140,IDLE
12345678000793940,12342161196,IDLE
12345678052657547,12343945289,IDET
12345678052029666,12343067619,IDLE
123456780470668,12340479751,IDLE
123456786225805,12341214272,IDLE
123456785479915,12340372143,DET
123456786713968,12343567224,IDLE
123456784955959,12344722796,IDLE
123456786263871,12340109560,BUSY
123456785053209,12344820046,IDLE
123456785555695,12341539313,IDLE
123456785209708,12349292982,IDET
123456785378882,12343273958,IDLE
123456782922473,12340129674,DET
123456782711182,12349455532,IDLE
123456784832196,12344599033,IDLE
123456786582183,12342883903,DET
12345678051548445,12343513354,IDLE
123456780233904,12341312084,IDLE
12345678050192039,12343781846,DET
123456785409126,12340185865,IDLE
123456784211506,12342013540,IDLE
123456785209230,12349556911,IDLE
123456786367101,12341502728,IDET
123456785996529,12342132232,IDET
12345678002415242,12341995521,IDLE
12345678021755902,12340747438,IDET
123456786973854,12349006130,IDLE
123456785324561,12340158010,IDLE
123456786833336,12344886963,BUSY
123456783827266,12344126610,IDLE
123456782558443,12343368139,IDLE
12345678050732704,12343063476,IDLE
123456786026403,12341970950,DET
123456786450116,12341766502,IDLE
123456781866033,12349822330,IDLE
123456782371156,12342457526,IDLE
123456786616353,12342934146,IDLE
123456784205373,12340435958,IDLE
123456786639695,12343220703,IDET
123456785231920,12342750325,IDLE
123456783877529,12343455292,IDLE
123456786399088,12341243671,IDLE
123456786263554,12340106234,IDLE
123456786732619,12343805816,IDLE
123456785466747,12344326455,IDLE
12345678021750808,12340742344,BUSY
123456786092400,12344201327,DET
123456783960842,12341786356,IDLE
123456782891486,12349287361,IDLE
12345678022194033,12349241893,IDLE
123456784196833,12340226407,IDLE
123456785209504,12344640902,IDLE
123456782868342,12343056858,DET
123456784990715,12344757552,IDLE
12345678021234987,12342230852,IDLE
123456781841914,12341867901,IDLE
123456781420902,12349416461,IDLE
123456786526299,12342699861,IDLE
12345678022185952,12349233657,IDLE
123456785629224,12349113070,BUSY
123456784747057,12344513894,IDLE
123456784074065,12343493171,IDLE
123456784892377,12344659214,DET
12345678022629119,12349693165,IDLE
123456783142710,12341199244,IDLE
123456784210730,12343229936,IDLE
12345678022186087,12349233794,IDLE
123456785070754,12344837591,IDLE
123456786413723,12341804606,IDLE
12345678022326929,12349379549,DET
123456785258410,12342284359,IDET
123456785033661,12344800498,IDLE
12345678021533406,12340524939,DET
12345678051440045,12342027512,IDET
123456786959481,12342126432,DET
123456783480340,12349404102,DET
123456786258553,12340052423,IDLE
123456785878201,12341485679,IDLE
123456785958864,12341198123,IDLE
12345678051112356,12340107730,IDLE
12345678022521554,12349581604,IDLE
123456784978733,12344745570,IDET
123456784807340,12344574177,IDLE
123456781018915,12341169252,IDLE
123456786817598,12343666050,IDET
123456786687768,12343750262,DET
123456785906259,12340275575,IDLE
123456786253668,12340036575,IDLE
12345678052965876,12340865911,DET
12345678021452597,12340444129,IDLE
123456785863809,12341517788,IDLE
123456784832931,12344599768,DET
123456785477001,12343555737,DET
123456785073708,12344840545,DET
123456782558567,12343369676,IDLE
123456786357828,12341589931,DET
123456781805967,12341121246,IDLE
123456786521653,12342589617,DET
